latitude,longitude,accounting,airport,amusement_park,art_gallery,atm,bakery,bank,bar,beauty_salon,bus_station,cafe,car_repair,car_wash,church,clothing_store,convenience_store,dentist,department_store,doctor,electrician,electronics_store,fire_station,furniture_store,gas_station,gym,hair_care,hardware_store,health,home_goods_store,hospital,insurance_agency,jewelry_store,laundry,lawyer,library,liquor_store,lodging,meal_delivery,meal_takeaway,movie_theater,moving_company,museum,night_club,painter,park,parking,pet_store,pharmacy,physiotherapist,plumber,police,post_office,real_estate_agency,restaurant,school,shoe_store,shopping_mall,spa,stadium,store,subway_station,supermarket,taxi_stand,train_station,university,veterinary_care
-19.92864689130775,-43.93039249888748,Contabilidade Santa Rita Ltda.,Lunie Doces,Ponto da Picanha,Bar do bigode,Henrique Starling Batista,Sinucas Point,The Bridge Pub,OFÉLIA BAR,Vision,Darlene Cabral Cabeleireiros Unissex,Instituto de Beleza Novo Toque,Jaciara Côrtes,Unhas Vision,UFMG direito,Igreja Adventista do Sétimo Dia - Central BH,Spirallis,Mardelle Lingerie Av. Brazil Belo Horizonte,FÁTIMA BARROSO MODAS,Adoro Shop Loja,Oficina das roupas costura,Marco T Souza,Paulo R B Pereira,Casa do Cirurgião Plástico Ltd,Consultório Dr Alberto,Ana Carolina Trindade Valadares,Dra. Naiara Mourão - Dentista BH,Dra. Isabela Guieiro,Instituto de Biologia Oral - IBO,Fechado,0,AudioNova - Aparelhos Auditivos (Audium Brasil),Cláudia F P Ricardo,João P M Vieira,Dra. Letícia Braga Cardiologista,Consultório Dra. Suelem Alves | Odontologia,Consultório Médico Dr Humberto Batista,Rei dog,"Dr. Rodrigo Campos Sales Silverio, Urologista",Caminho do Som - Clínica de Fonoaudiologia,"Dr. Daniel de Araujo França, Urologista",Dr. Antonio Rafael Lemos Faria,"Dr. Hilário Antônio de Castro Júnior, Urologista",Dr. Rodolfo Gonzaga,Dra. Jacqueline S Santos,Clínica de Senhoras Dra Jussara Reis Dias,Sunus Sistemas Fotovoltaicos - Energia Solar em Belo Horizonte,Belo Horizonte,Ibmec BH,MARINHO Consultoria Imobiliária,Construtora Cunha Ribeiro Ltda,Instituto de Biologia Oral - IBO,Universo,Alert Informática,Audiocentro Aparelhos Auditivos,Zoglio Bijouterias e Acessórios,Fechado,Vila Árabe,0,Spirallis,Vision,Ponto da Picanha,Darlene Cabral Cabeleireiros Unissex,Arrimo Construções,Condomínio do Edifício Saint Germain,CBC Lavanderia,Funcionários,Dr Mauro Henrique Campolina Fonseca,Clínica e Cirurgia das Senhoras,Zoglio Bijouterias e Acessórios,CBC Lavanderia,Contabilidade Santa Rita Ltda.,MIMAR Boutique SPA Hotel,Savassi Hostel Loft,Casa Paula,Casa da Pamonha,Supremo Açaí,The Bridge Pub,Estapar Estacionamentos,Inst En Ibmec Bh,"Av. Brasil, 1264 Parking",Amphora,Belloti Farma,Banpafarma,I CLADAM,Vila Árabe,Ponto da Picanha,Quintal Bowls - Poke & Japa,Restaurante Sabor do Chef,restaurante souza &souza,Casa da Pamonha,The Bridge Pub,Gratinatti,Point Açaí Brasil,Supremo Açaí,Salgados ita,Ibmec BH,VILLA CONFORT,Galeria Brasil,Universo,Audiocentro Aparelhos Auditivos,Zoglio Bijouterias e Acessórios,Spirallis,Mardelle Lingerie Av. Brazil Belo Horizonte,AudioNova - Aparelhos Auditivos (Audium Brasil),Amphora,Nova Optical,BLZ Clínica Estética,Dra. Isabela Guieiro,FÁTIMA BARROSO MODAS,Fiftylolo,Belloti Farma,Adoro Shop Loja,Sorveteria Souza,UFMG direito,Droga Clara - Funcionários,VILLA CONFORT,Lunie Doces,OPTICAL VISÃO,Ibmec BH,Prédio 1 puc
