feature,feature_importance
Parking Spaces,0.12503659824164126
Square Meters,0.0323590696668663
parking,0.013584925952554228
pet_store,0.009965492899687511
cafe,0.00880269087707708
car_repair,0.006375507492059174
Furnished?,0.0026874854679623805
doctor,-0.0008225981211297251
shopping_mall,-0.0014737205024255573
atm,-0.0031715414948498832
supermarket,-0.008694556697140365
