latitude,longitude,accounting_count,airport_count,amusement_park_count,art_gallery_count,atm_count,bakery_count,bank_count,bar_count,beauty_salon_count,bus_station_count,cafe_count,car_repair_count,car_wash_count,church_count,clothing_store_count,convenience_store_count,dentist_count,department_store_count,doctor_count,electrician_count,electronics_store_count,fire_station_count,furniture_store_count,gas_station_count,gym_count,hair_care_count,hardware_store_count,health_count,home_goods_store_count,hospital_count,insurance_agency_count,jewelry_store_count,laundry_count,lawyer_count,library_count,liquor_store_count,lodging_count,meal_delivery_count,meal_takeaway_count,movie_theater_count,moving_company_count,museum_count,night_club_count,painter_count,park_count,parking_count,pet_store_count,pharmacy_count,physiotherapist_count,plumber_count,police_count,post_office_count,real_estate_agency_count,restaurant_count,school_count,shoe_store_count,shopping_mall_count,spa_count,stadium_count,store_count,subway_station_count,supermarket_count,taxi_stand_count,train_station_count,university_count,veterinary_care_count
-19.92864689130775,-43.93039249888748,1,0,0,0,0,1,0,6,5,0,1,0,0,1,5,0,7,0,18,1,0,0,0,0,0,0,0,20,0,2,0,1,1,1,0,0,3,0,2,0,0,0,1,0,0,3,0,3,0,0,0,0,1,11,1,1,1,0,0,20,0,0,0,0,2,0
