ID,Location,Lat,Long,Square Meters,Bedrooms,Bathrooms,Parking Spaces,Pets Allowed?,Furnished?,Rent,Condo Fee,Property Tax,Fire Insurance,Service Tax,Total,airport,amusement_park,art_gallery,atm,bakery,bank,bar,beauty_salon,bus_station,cafe,car_repair,car_wash,church,clothing_store,convenience_store,dentist,department_store,doctor,electrician,electronics_store,fire_station,furniture_store,gas_station,gym,hair_care,hardware_store,health,home_goods_store,hospital,insurance_agency,jewelry_store,laundry,lawyer,library,liquor_store,lodging,meal_delivery,meal_takeaway,movie_theater,moving_company,museum,night_club,painter,park,parking,pet_store,pharmacy,physiotherapist,plumber,police,post_office,real_estate_agency,restaurant,school,shoe_store,shopping_mall,spa,stadium,store,subway_station,supermarket,taxi_stand,train_station,university,veterinary_care
894544083,"Rua Dúlce Maria, Ipiranga, Belo Horizonte",-19.8802243,-43.9325693,50,3,1,1,0,0,2000,260,167,27,52,2454,0,0,1,5,15,6,20,20,0,3,20,12,11,20,5,20,0,17,3,8,0,20,12,14,20,0,20,20,1,12,0,5,10,0,3,7,4,10,0,4,0,3,0,0,4,7,6,2,0,0,1,20,20,17,1,2,2,0,20,0,5,2,0,2,10
