ID,Location,Lat,Long,Square Meters,Bedrooms,Bathrooms,Parking Spaces,Pets Allowed?,Furnished?,Rent,Condo Fee,Property Tax,Fire Insurance,Service Tax,Total
894544083,"Rua Dúlce Maria, Ipiranga, Belo Horizonte",-19.8802243,-43.9325693,50,3,1,1,0,0,2000,260,167,27,52,2454
893038147,"Av. do Contorno, Floresta, Belo Horizonte",-19.9160247,-43.9274703,55,2,1,1,0,1,1700,650,125,23,44,2542
894513929,"Rua Capelinha, Serra, Belo Horizonte",-19.9408214,-43.9156945,70,2,2,2,0,0,2830,400,184,38,74,3452
892878744,"Rua Luiz Balena, Silveira, Belo Horizonte",-19.8924584,-43.9314741,14,3,2,4,0,1,4000,550,142,54,103,4849
894230043,"Rua Vereador Fausto Santana, Engenho Nogueira, Belo Horizonte",-19.8898341,-43.9807368,48,2,1,1,0,0,1700,399,93,23,44,2259
893605521,"Avenida Senador José Augusto, Buritis, Belo Horizonte",-19.9811911,-43.9783848,50,3,2,1,0,1,2967,465,100,40,76,3648
894149571,"Rua Princesa Leopoldina, Ipiranga, Belo Horizonte",-19.8845513,-43.9333223,60,3,1,1,0,1,2100,250,127,28,54,2559
894563199,"Rua Wilsom Modesto Ribeiro, Ipiranga, Belo Horizonte",-19.8775513,-43.9308622,18,5,3,2,0,0,4500,900,250,60,116,5826
893299176,"Avenida Miguel Perrela, Castelo, Belo Horizonte",-19.8765859,-43.9953482,50,2,1,1,0,0,1592,225,84,22,41,1964
894563981,"Rua Deputado Fábio Vasconcelos, Buritis, Belo Horizonte",-19.9734672,-43.9763309,46,1,1,2,0,0,3500,945,160,47,90,4742
894508579,"Avenida Amazonas, Centro, Belo Horizonte",-19.9211391,-43.9423594,94,2,2,0,0,0,2800,700,0,38,73,3538
894182044,"Rua Carmelita Prates da Silva, Salgado Filho, Belo Horizonte",-19.9425768,-43.9851319,50,2,2,1,0,0,1900,510,92,26,49,2577
894047655,"Rua Egito, Jardim Leblon, Belo Horizonte",-19.8276207,-43.9933797,60,2,1,1,0,0,1038,30,0,17,26,1111
893784620,"Rua Grão Mogol, Carmo, Belo Horizonte",-19.943377,-43.9328568,53,2,1,1,0,1,2777,838,221,32,61,3929
893628836,"Rua Bambuí, Cruzeiro, Belo Horizonte",-19.9478581,-43.9216986,53,1,1,1,0,1,2380,398,117,32,61,2988
894557173,"Avenida Augusto de Lima, Barro Preto, Belo Horizonte",-19.9212504,-43.9516073,35,1,1,0,0,0,1100,340,0,15,28,1483
894109501,"Rua dos Timbiras, Lourdes, Belo Horizonte",-19.9255051,-43.944522,50,1,1,0,0,0,1300,254,66,18,33,1671
893070965,"Rua dos Timbiras, Santo Agostinho, Belo Horizonte",-19.9237998,-43.9515288,20,1,1,0,0,1,1360,280,72,19,35,1766
893644108,"Rua Augusta Alvarenga Inêz, Candelária, Belo Horizonte",-19.8131327,-43.976311,56,2,1,1,0,0,1029,255,0,14,22,1320
893512781,"Rua Tunísia, Canaã, Belo Horizonte",-19.7975251,-43.9476545,90,3,2,2,0,0,1650,80,89,30,42,1891
893091510,"Rua dos Crenaques, Santa Mônica, Belo Horizonte",-19.8243962,-43.981251,50,2,1,1,0,0,1069,212,82,15,27,1405
894467406,"Rua Sergipe, Centro, Belo Horizonte",-19.9270972,-43.935289,82,2,3,2,0,1,4200,650,392,56,108,5406
893535701,"Rua Ernani Agricola, Buritis, Belo Horizonte",-19.9698477,-43.9689946,60,2,1,2,0,1,2800,439,133,38,72,3482
893292023,"Rua Maestro Delê Andrade, Santa Efigênia , Belo Horizonte",-19.9256351,-43.9132498,40,1,1,1,0,0,1200,0,42,22,31,1295
893738921,"Avenida Miguel Perrela, Castelo, Belo Horizonte",-19.8765859,-43.9953482,74,3,2,2,0,0,2673,500,219,36,69,3497
894147965,"Rua São Bento, Sagrada Família, Belo Horizonte",-19.8991943,-43.9306838,70,3,1,1,0,0,1800,225,0,24,46,2095
893487825,"Rua dos Timbiras, Funcionários, Belo Horizonte",-19.9292993,-43.929083,30,1,1,0,0,0,1200,253,69,16,31,1569
893246360,"Rua Altinópolis, Piratininga (venda Nova), Belo Horizonte",-19.8082267,-43.990823,40,2,1,0,0,0,945,0,59,18,24,1046
894231546,"Rua Frei Paulo, Jardim dos Comerciários, Belo Horizonte",-19.7841161,-43.9710706,48,2,1,0,0,0,790,196,11,11,20,1028
894560695,"Rua Alírio Elias Ferreira, União, Belo Horizonte",-19.8833737,-43.9229519,70,3,2,2,0,0,2500,630,182,34,64,3410
894551362,"Rua do Garimpo, Vila Oeste, Belo Horizonte",-19.9354008,-44.0058015,46,2,1,1,0,0,1300,215,82,18,33,1648
894184541,"Rua Maria de Lourdes Camelo, Alto Caiçaras, Belo Horizonte",-19.8972718,-43.974073,60,2,1,1,0,0,1655,0,0,30,42,1727
893800838,"Rua Maria Aparecida, São Marcos, Belo Horizonte",-19.8706571,-43.9115144,64,2,1,0,0,0,1278,0,150,19,28,1475
894409006,"Rua Doutor Álvaro Camargos, São João Batista , Belo Horizonte",-19.8252825,-43.9605343,50,2,1,1,0,0,1146,250,0,16,29,1441
893499249,"Rua Itajubá, Floresta, Belo Horizonte",-19.9102727,-43.9292995,70,2,2,0,0,0,1700,250,0,23,44,2017
893097434,"R. José Gualberto, Palmeiras, Belo Horizonte",-19.9696349,-43.9831491,62,3,2,1,0,0,2156,322,101,29,55,2663
893691754,"Rua Marrocos, Jardim Leblon, Belo Horizonte",-19.8261874,-43.9928739,42,2,1,0,0,0,1085,50,35,20,28,1218
894554942,"Anel Rodoviário Celso Mello Azevedo, Nazare, Belo Horizonte",-19.8556108,-43.8952254,47,2,1,1,0,0,800,135,0,11,20,966
894528220,"Avenida Afonso Pena, Centro, Belo Horizonte",-19.9218902,-43.9368043,10,3,1,0,0,0,2200,600,150,30,56,3036
894557800,"Rua Espírito Santo, Centro, Belo Horizonte",-19.920802,-43.937665,35,1,1,0,0,1,1950,400,83,26,50,2509
894557800,"Rua Espírito Santo, Centro, Belo Horizonte",-19.920802,-43.937665,35,1,1,0,0,1,1950,400,83,26,50,2509
894559734,"Rua Professor Domício Murta, Ouro Preto, Belo Horizonte",-19.8739742,-43.9895305,75,3,2,2,0,0,3880,800,184,52,100,5016
894559497,"Rua Paulo Piedade Campos, Estoril, Belo Horizonte",-19.9623566,-43.9654161,16,2,3,1,0,1,4000,650,250,54,103,5057
894261260,"Avenida Olegário Maciel, Santo Agostinho, Belo Horizonte",-19.9292391,-43.946852,10,3,2,1,0,1,4500,880,297,60,116,5853
894416347,"Rua Senador Pompéu, Serra, Belo Horizonte",-19.9361942,-43.9202765,62,2,2,2,0,0,3000,810,61,40,78,3911
894553972,"Rua Francisco Augusto Rocha, Planalto, Belo Horizonte",-19.8254828,-43.9540005,70,2,2,2,0,0,3250,590,171,44,84,4139
893804607,"Rua Nilda Maria Martins, Serra Verde (venda Nova), Belo Horizonte",-19.7967054,-43.9532187,10,2,1,0,0,0,1332,0,0,25,34,1391
893751701,"Rua Ari Veiga Pinto, São João Batista, Belo Horizonte",-19.8234608,-43.9658202,96,2,2,1,0,0,2639,234,99,36,68,3076
894059735,"Rua Creso Barbi, Itamarati, Belo Horizonte",-19.8694299,-43.989624,70,2,2,1,0,1,2699,250,99,36,69,3153
894403371,"Rua Flor-de-guambé, União, Belo Horizonte",-19.882203,-43.9277495,76,3,2,1,0,0,2249,375,124,30,58,2836
892889246,"Rua Orange, São Pedro, Belo Horizonte",-19.9410539,-43.9356642,70,2,2,2,0,0,4799,1392,319,64,124,6698
893947956,"Rua Bernardo Guimarães, Funcionários, Belo Horizonte",-19.9315748,-43.9305335,91,3,2,2,0,0,4684,1250,491,63,121,6609
893809347,"Avenida Doutor Cristiano Guimarães, Planalto, Belo Horizonte",-19.8307032,-43.9536361,70,2,1,1,0,0,1262,306,65,17,32,1682
893455240,"Rua Padre Correa de Almeida, Santa Efigênia, Belo Horizonte",-19.9275614,-43.9108547,25,1,1,0,0,1,1310,50,17,18,33,1428
894545434,"Rua São Miguel, Itapoã, Belo Horizonte",-19.8425177,-43.9593891,47,2,1,1,0,0,1560,230,0,21,40,1851
894533940,"Rua Meridional, Serrano, Belo Horizonte",-19.8895805,-44.0092431,43,2,1,1,0,0,1150,360,71,16,29,1626
893439879,"Rua Jaguarão, Bonfim, Belo Horizonte",-19.9108421,-43.9490354,60,2,2,0,0,0,1300,0,30,18,33,1381
894008181,"Rua Senhora da Conceição, Cachoeirinha, Belo Horizonte",-19.8899687,-43.9478293,60,2,1,0,0,0,1082,0,0,15,28,1125
893737125,"Rua João Lemos, Acaiaca, Belo Horizonte",-19.8424144,-43.8922578,84,3,1,1,0,0,1300,255,92,18,33,1698
893641859,"Rua Zélia, Piratininga, Belo Horizonte",-19.8143186,-43.9924309,48,2,1,1,0,0,1150,185,35,16,29,1415
893285683,"Rua Rio Grande do Norte, Funcionários, Belo Horizonte",-19.9326792,-43.9313019,70,2,1,0,0,0,2700,280,156,36,69,3241
893639275,"Rua dos Tupis, Centro, Belo Horizonte",-19.920724,-43.942853,37,1,1,0,0,1,2100,460,57,28,54,2699
893248472,"Rua Lisboa, Cachoeirinha, Belo Horizonte",-19.88934,-43.9432069,22,1,1,0,0,1,1200,30,50,16,31,1327
894555599,"Avenida Professor Clóvis Salgado, Serrano, Belo Horizonte",-19.8732603,-44.0143964,48,2,1,1,0,0,1600,360,0,22,41,2023
894550530,"Rua Norma Guilhermina da Silva, Jardim Guanabara, Belo Horizonte",-19.824807,-43.9373559,52,2,1,1,0,1,1560,150,0,21,40,1771
893099192,"Rua Rio Grande do Sul, Barro Preto, Belo Horizonte",-19.9235462,-43.946713,68,2,2,1,0,0,1580,600,80,22,34,2316
894107554,"Rua dos Timbiras, Funcionários, Belo Horizonte",-19.9292993,-43.929083,80,3,3,1,0,0,3400,820,225,46,88,4579
893357522,"Rua Adérito Távora, Heliópolis, Belo Horizonte",-19.8454245,-43.9403318,70,3,1,2,0,0,1470,200,0,20,38,1728
894439735,"Rua Maria Carmem Valadares, Santa Efigênia, Belo Horizonte",-19.9285366,-43.9102358,70,3,1,1,0,0,2255,371,97,31,58,2812
894554854,"Rua Vila Rica, Padre Eustáquio, Belo Horizonte",-19.9127752,-43.980702,70,3,2,1,0,0,2100,750,150,28,54,3082
893498393,"Rua José Cláudio Rezende, Estoril, Belo Horizonte",-19.9638203,-43.964446,14,2,3,2,0,0,4108,480,129,55,90,4862
893773193,"Rua Orion Rigel Vigne, Jardim Guanabara, Belo Horizonte",-19.8301039,-43.9326951,50,2,1,1,0,0,1080,170,0,20,27,1297
893629186,"Rua Coronel Egídio Benício de Abreu, Santa Efigênia, Belo Horizonte",-19.9212549,-43.9094127,72,2,2,1,0,1,2427,250,34,28,62,2801
893605175,"Rua Conceição Aparecida Augsten, Castelo, Belo Horizonte",-19.8897508,-43.9991571,75,2,1,0,0,0,1500,280,78,20,38,1916
894182879,"Rua Alagoas, Savassi, Belo Horizonte",-19.9353886,-43.9361635,58,2,3,2,0,0,4200,380,271,56,108,5015
893639723,"Rua dos Tupis, Centro, Belo Horizonte",-19.920724,-43.942853,39,1,1,0,0,1,2300,450,57,31,59,2897
894549270,"Rua Corinto, Serra, Belo Horizonte",-19.9401271,-43.9146202,10,3,2,2,0,0,3500,467,207,47,90,4311
893313315,"Rua Henrique Furtado Portugal, Buritis, Belo Horizonte",-19.973532,-43.9659506,65,3,1,0,0,0,1980,328,95,27,51,2481
894210521,"Rua Alva, Juliana, Belo Horizonte",-19.8178655,-43.9383092,43,2,1,1,0,0,1130,350,0,16,29,1525
894550763,"Rua 4248 Residencial Parnaiba, Maria Tereza, Belo Horizonte",-19.8218373,-43.88108829999999,48,2,1,1,0,0,850,280,0,12,22,1164
893493316,"Rua Manila, Estrela Dalva, Belo Horizonte",-19.9630464,-43.9692033,85,3,3,2,0,1,6500,1300,250,87,168,8305
892919827,"Rua Boaventura, Liberdade, Belo Horizonte",-19.8629349,-43.9551534,70,1,1,0,0,0,1950,250,100,26,42,2368
894261352,"Rua Padre Correa de Almeida, Santa Efigênia, Belo Horizonte",-19.9275614,-43.9108547,15,1,1,0,0,1,1100,100,17,15,28,1260
894555230,"Rua das Mangueiras, Betânia, Belo Horizonte",-19.9592095,-43.9859931,45,2,1,1,0,0,1500,335,84,20,38,1977
894559480,"Rua dos Timbiras, Lourdes, Belo Horizonte",-19.9255051,-43.944522,84,3,2,1,0,0,2500,945,186,34,64,3729
894110407,"Rua Vesta, Vila Oeste, Belo Horizonte",-19.9336913,-43.9989817,47,2,1,1,0,0,1244,300,16,17,32,1609
894559374,"Rua Itanhandu, Carlos Prates, Belo Horizonte",-19.915684,-43.9671439,61,3,1,1,0,0,1700,305,0,23,44,2072
894557336,"Avenida Silva Lobo, Calafate, Belo Horizonte",-19.9278383,-43.9717953,63,2,2,1,0,0,2475,200,35,33,64,2807
894350681,"Rua Pomba, Goiânia, Belo Horizonte",-19.8636729,-43.8973514,58,2,2,1,0,0,1700,180,73,23,44,2020
894548147,"Rua Wadi José Alau, Paquetá, Belo Horizonte",-19.8740915,-43.9903058,30,1,1,1,0,1,2800,330,98,38,72,3338
894528945,"Rua Itaunense, Camargos, Belo Horizonte",-19.9414619,-44.019809,55,2,1,1,0,0,1300,430,85,18,33,1866
893563258,"Rua Radialista Décio Silveira, Céu Azul, Belo Horizonte",-19.8229609,-43.9974241,60,2,1,0,0,0,1021,50,50,14,26,1161
894554435,"Rua Elson Nunes de Souza, Castelo, Belo Horizonte",-19.8891471,-43.9944477,91,3,2,2,0,1,3693,700,167,50,95,4705
894556323,"Rua Nair Pentagna Guimarães, Heliópolis, Belo Horizonte",-19.8438881,-43.9398891,63,2,1,1,0,0,1340,300,0,18,34,1692
893289759,"Rua Gláuber Rocha, Paquetá, Belo Horizonte",-19.8680914,-43.9939737,28,1,1,1,0,1,2100,165,145,28,54,2492
894117960,"Rua Pouso Alegre, Horto, Belo Horizonte",-19.9125129,-43.9219965,70,3,1,1,0,0,2350,450,79,32,60,2971
892919132,"Rua Almeida Melo, Nova Esperança, Belo Horizonte",-19.903195,-43.9608759,75,3,2,2,0,0,2250,250,102,30,59,2632
893571900,"Rua Ceará, Funcionários, Belo Horizonte",-19.9332871,-43.9287077,78,2,1,0,0,1,2980,230,165,40,77,3492
893571900,"Rua Ceará, Funcionários, Belo Horizonte",-19.9332871,-43.9287077,78,2,1,0,0,1,2980,230,165,40,77,3492
894554103,"Rua Juiz de Fora, Santo Agostinho, Belo Horizonte",-19.9278552,-43.9548048,68,2,3,2,0,1,5100,880,315,68,132,6495
893324146,"Rua Campo Verde, Juliana, Belo Horizonte",-19.8175846,-43.9447141,68,2,1,0,0,0,1460,180,0,20,37,1697
894031228,"Rua Inácio Murta, Copacabana, Belo Horizonte",-19.8420136,-43.9861424,42,2,1,1,0,0,1450,170,34,20,37,1711
894373384,"Rua Osorio Duque Estrada 382 - Planalto Belo Horizonte - Mg 31730-000 Brasil, Planalto, Belo Horizonte",-19.83062,-43.94515,47,2,1,1,0,0,1664,180,0,23,43,1910
894550044,"Rua Curitiba, Lourdes, Belo Horizonte",-19.9292313,-43.9441545,11,3,2,2,0,0,4800,850,537,64,124,6375
894510246,"Rua Caetano Pirri, Milionários, Belo Horizonte",-19.9819327,-44.0031709,42,2,1,1,0,0,1120,350,0,15,29,1514
894278234,"Rua José Claúdio Sanches, Califórnia, Belo Horizonte",-19.9296514,-44.0180432,52,2,1,1,0,0,1000,265,58,14,25,1362
894544515,"Rua Sena Madureira, Ouro Preto, Belo Horizonte",-19.8730296,-43.9890358,60,2,1,1,0,0,2100,250,100,28,54,2532
894557432,"Rua Vereador Nelson Cunha, Estoril, Belo Horizonte",-19.9571026,-43.9668928,60,3,1,1,0,0,1700,300,0,23,44,2067
893363643,"Rua Rio Grande do Norte, Funcionários, Belo Horizonte",-19.9326792,-43.9313019,70,2,1,0,0,0,2750,270,182,37,71,3310
893542936,"Rua Alegrete, Sagrada Família, Belo Horizonte",-19.8995183,-43.9204394,12,3,2,2,0,0,2433,400,0,33,63,3043
894085749,"Rua do Uruguai, Sion, Belo Horizonte",-19.9535041,-43.9312141,85,2,1,1,0,0,3250,490,227,44,84,4095
894541840,"Rua Antônio Peregrino Nascimento, Palmares, Belo Horizonte",-19.8741784,-43.9354197,61,2,2,1,0,0,2000,370,130,27,51,2578
894295509,"Avenida Luiz Paulo Franco, Belvedere, Belo Horizonte",-19.9742155,-43.9406991,78,1,1,1,0,0,3180,918,368,43,82,4591
893899190,"Rua Desembargador Paula Mota, Ouro Preto, Belo Horizonte",-19.8796971,-43.9818666,10,3,1,1,0,0,2700,250,93,36,69,3148
894104815,"R Vicente Paulo Almeida, Silveira, Belo Horizonte",-19.8949291,-43.9303817,12,3,3,2,0,0,2909,450,191,39,75,3664
893996918,"Rua Solange Bernardes Decliê, Diamante, Belo Horizonte",-19.9936687,-44.0219198,50,2,1,1,0,0,1400,300,67,19,36,1822
893504698,"Avenida Deputado Cristovam Chiaradia, Buritis, Belo Horizonte",-19.9806458,-43.9743011,14,4,2,2,0,1,4291,600,142,58,111,5202
894555900,"Rua Mato Grosso, Santo Agostinho, Belo Horizonte",-19.9258572,-43.9487481,97,3,2,2,0,0,5500,1200,501,74,142,7417
894553029,"Rua Caetano Pirri, Milionários, Belo Horizonte",-19.9819327,-44.0031709,48,2,1,1,0,0,1250,300,0,17,32,1599
893284728,"Rua Gonçalves Dias, Funcionários, Belo Horizonte",-19.9328627,-43.930184,89,1,2,2,0,0,3600,743,278,48,93,4762
893050618,"Rua Antônio Orlindo de Castro, São João Batista (venda Nova), Belo Horizonte",-19.82338,-43.9667637,61,2,1,1,0,0,1400,341,66,19,36,1862
893471694,"Rua Pernambuco, Funcionários, Belo Horizonte",-19.9319695,-43.9338205,83,2,3,2,0,0,4668,888,476,62,120,6214
893774082,"Rua Gentios, Coração de Jesus, Belo Horizonte",-19.946497,-43.9510012,75,2,3,2,0,0,3900,490,369,52,101,4912
894528335,"Rua Zurick, Salgado Filho, Belo Horizonte",-19.9396222,-43.978864,72,3,1,0,0,0,1700,327,82,23,44,2176
894551015,"Rua Paulo Piedade Campos, Estoril, Belo Horizonte",-19.9623566,-43.9654161,10,3,2,1,0,0,2500,600,125,34,64,3323
894530831,"Rua Ana Pereira Menezes, São Gabriel, Belo Horizonte",-19.8598154,-43.9210231,44,2,1,1,0,0,1110,350,33,15,28,1536
894082278,"Rua dos Tupinambás, Centro, Belo Horizonte",-19.9175085,-43.9397217,55,2,1,0,0,1,1416,750,66,19,36,2287
894540592,"Rua Vargem da Serra, Engenho Nogueira, Belo Horizonte",-19.8898282,-43.9794835,47,2,1,1,0,0,2600,427,0,35,67,3129
894560205,"Rua Doresópolis, Fernão Dias, Belo Horizonte",-19.8730638,-43.9204914,55,2,2,1,0,0,2250,495,160,30,58,2993
894530379,"Rua São Paulo, Centro, Belo Horizonte",-19.9201278,-43.9403048,64,2,2,2,0,0,3410,1000,349,46,89,4805
893240933,"Rua Borborema, Renascença, Belo Horizonte",-19.8939074,-43.9404876,11,2,3,2,0,0,3570,90,140,48,92,3940
893598542,"Avenida Professor Clóvis Salgado, Bandeirantes (pampulha), Belo Horizonte",-19.8648881,-44.003876,52,2,1,1,0,1,1934,260,32,26,50,2302
894256222,"Rua Alberto Bressane, São Lucas, Belo Horizonte",-19.9299054,-43.9132961,10,2,2,1,0,0,3800,363,220,51,98,4532
893416418,"Rua São Miguel, Itapoã, Belo Horizonte",-19.8425177,-43.9593891,60,2,1,1,0,0,1417,150,0,19,36,1622
894357433,"Rua José Gomes Domingues, Jaqueline, Belo Horizonte",-19.8019213,-43.9456285,65,3,1,1,0,1,1460,500,84,20,38,2064
893980779,"Rua Vereador Fausto Santana, Engenho Nogueira, Belo Horizonte",-19.8898341,-43.9807368,47,2,1,1,0,0,1950,399,101,26,50,2526
894556612,"Rua Nair Pentagna Guimarães, Heliópolis, Belo Horizonte",-19.8438881,-43.9398891,80,3,1,0,0,0,1600,380,14,22,41,2057
894543396,"Avenida Augusto de Lima, Centro, Belo Horizonte",-19.9233115,-43.9425565,65,2,1,0,0,1,3500,450,121,47,90,4208
894220272,"Rua dos Timbiras, Lourdes, Belo Horizonte",-19.9255051,-43.944522,36,1,1,0,0,1,2100,650,170,28,54,3002
894553581,"Rua Flor-de-indio, Liberdade, Belo Horizonte",-19.8659071,-43.9560051,72,3,2,1,0,0,2600,450,103,35,67,3255
892893565,"Rua Matipó, Santo Antonio , Belo Horizonte",-19.9473934,-43.9459691,13,4,2,2,0,1,3420,540,130,26,75,4191
894529513,"Estrada do Cercadinho, Salgado Filho, Belo Horizonte",-19.9458068,-43.9749433,60,2,2,1,0,0,2400,300,138,32,62,2932
893708272,"Rua Lapinha, Salgado Filho, Belo Horizonte",-19.9402296,-43.9803176,55,3,1,1,0,0,1800,220,65,24,46,2155
893526816,"Rua Santa Rita Durão, Funcionários, Belo Horizonte",-19.9354462,-43.9303863,80,2,2,2,0,1,5000,870,448,67,129,6514
893249423,"Rua José Cláudio de Sales, Floramar, Belo Horizonte",-19.8374419,-43.9361388,70,2,1,1,0,0,1300,280,0,18,33,1631
893764117,"Rua Padre Leopoldo Mertens, São Francisco, Belo Horizonte",-19.8763768,-43.959315,13,3,2,5,0,0,2203,0,90,40,57,2390
894082075,"Rua Silveira Martins, Aparecida, Belo Horizonte",-19.8920567,-43.954258,55,2,1,0,0,0,1100,0,24,20,28,1172
894081093,"Rua Joaquim Pereira, Santa Branca, Belo Horizonte",-19.8302098,-43.966673,76,3,1,0,0,0,1680,456,87,18,43,2284
894529716,"Rua António Carvalho, Juliana, Belo Horizonte",-19.8173829,-43.9401446,44,2,1,1,0,0,1300,317,0,18,33,1668
894541851,"Rua Wady José Alau, Paquetá, Belo Horizonte",-19.8740915,-43.9903058,30,1,1,1,0,0,2200,330,100,30,56,2716
894547509,"Rua Grão Pará, Funcionários, Belo Horizonte",-19.9289615,-43.9234221,50,1,1,1,0,0,3650,200,150,49,94,4143
894547509,"Rua Grão Pará, Funcionários, Belo Horizonte",-19.9289615,-43.9234221,50,1,1,1,0,0,3650,200,150,49,94,4143
894088397,"Rua Raul Pompéia, São Pedro, Belo Horizonte",-19.9421885,-43.9372698,10,3,2,2,0,0,3430,1100,359,46,88,5023
893525086,"Rua Oscar Trompowsky, Gutierrez, Belo Horizonte",-19.9373506,-43.9616144,12,2,2,1,0,0,2500,850,147,34,64,3595
894560709,"Rua Campína Verde, Salgado Filho, Belo Horizonte",-19.9452266,-43.9833723,64,3,2,2,0,0,2500,270,120,34,64,2988
894555898,"Rua Mato Grosso, Santo Agostinho, Belo Horizonte",-19.9258572,-43.9487481,97,3,2,2,0,0,5500,1200,41,74,142,6957
894550767,"Rua Juarez, União, Belo Horizonte",-19.8778779,-43.9246096,65,2,1,1,0,0,2100,200,100,28,54,2482
893783077,"Rua Córrego da Mata, Sagrada Família, Belo Horizonte",-19.9110705,-43.9196154,38,1,1,0,0,0,1450,0,0,20,37,1507
893503386,"Rua Castelo de Abrantes, Castelo, Belo Horizonte",-19.8832039,-43.9967165,85,3,2,2,0,0,3141,250,206,42,81,3720
893999445,"Rua Minas Novas, Cruzeiro, Belo Horizonte",-19.9404465,-43.9278109,83,3,2,2,0,1,4313,1121,265,58,111,5868
892982862,"Rua Outono, Carmo, Belo Horizonte",-19.941559,-43.9306128,12,3,1,1,0,0,2631,740,164,36,68,3639
892988728,"Rua Rita Alves Castanheira, Dona Clara, Belo Horizonte",-19.8586356,-43.9370348,50,2,1,1,0,0,2000,210,78,27,51,2366
893133250,"Rua Araguari, Barro Preto, Belo Horizonte",-19.9242335,-43.949693,65,2,2,0,0,1,3570,480,80,48,92,4270
893862945,"Rua Rubens Caporali Ribeiro, Buritis, Belo Horizonte",-19.9810834,-43.9765246,83,3,2,2,0,0,4100,940,221,55,106,5422
893773518,"Avenida Augusto de Lima, Centro, Belo Horizonte",-19.9233115,-43.9425565,55,2,1,0,0,0,1550,460,95,21,40,2166
892832685,"Avenida Deputado Cristóvam Chiaradia, Buritis, Belo Horizonte",-19.9806458,-43.9743011,88,3,1,1,0,0,2670,450,142,36,69,3367
894020856,"Rua Alessandra Salum Cadar, Buritis, Belo Horizonte",-19.9800466,-43.9683876,51,2,1,1,0,1,2800,450,100,38,72,3460
893401520,"Avenida Bias Fortes, Lourdes, Belo Horizonte",-19.9281037,-43.9418761,48,1,1,0,0,0,1391,550,70,19,36,2066
892848066,"Rua Tome de Souza, Funcionários, Belo Horizonte",-19.9381159,-43.9304624,72,2,2,2,0,0,6200,1100,375,83,160,7918
894553784,"Rua Wadi José Alau, Paquetá, Belo Horizonte",-19.8740915,-43.9903058,30,1,1,1,0,0,2200,330,97,30,56,2713
893741519,"Rua dos Timbiras, Santo Agostinho, Belo Horizonte",-19.9237998,-43.9515288,20,1,1,0,0,1,2100,285,67,28,54,2534
894445300,"Rua Marina Cota, Indaiá, Belo Horizonte",-19.8647907,-43.9505155,89,3,2,2,0,0,4049,522,176,47,104,4898
894548243,"Rua José Sanguinete, São João Batista, Belo Horizonte",-19.8235771,-43.9589731,91,3,1,0,0,0,3000,40,35,55,77,3207
894520293,"Rua Roque Barreto da Trindade, Santa Amelia, Belo Horizonte",-19.8351597,-43.9805805,68,2,1,1,0,0,1550,324,7,21,40,1942
893867677,"Rua México, Copacabana, Belo Horizonte",-19.8316283,-43.9936175,10,3,2,1,0,0,1300,400,125,18,33,1876
893003641,"Rua Deputado Salim Nacur, Santa Amélia, Belo Horizonte",-19.843957,-43.9791488,72,2,2,1,0,0,2680,480,125,36,69,3390
894545039,"Rua Tereza Mota Valadares, Buritis, Belo Horizonte",-19.9728735,-43.9713798,60,2,2,2,0,0,2795,525,0,38,73,3358
893953720,"Avenida Vilarinho, Venda Nova, Belo Horizonte",-19.8127816,-43.9587082,65,3,1,1,0,0,1386,322,84,17,35,1844
893978107,"Rua dos Timbiras, Funcionários, Belo Horizonte",-19.9292993,-43.929083,30,1,1,0,0,1,1623,280,59,22,42,2026
893990183,"Rua Wiver Hernandes da Silva, Manacás, Belo Horizonte",-19.897399,-43.9989318,11,3,2,2,0,0,2360,300,121,24,61,2866
893171180,"Rua Francisco Deslandes, Anchieta, Belo Horizonte",-19.9485773,-43.9292568,50,1,2,1,0,0,2900,980,234,39,75,4228
893171180,"Rua Francisco Deslandes, Anchieta, Belo Horizonte",-19.9485773,-43.9292568,50,1,2,1,0,0,2900,980,234,39,75,4228
894524172,"Rua Elisa Felippeto Ricaldoni, Castelo, Belo Horizonte",-19.8908783,-43.9983767,58,2,2,2,0,0,2430,400,180,33,62,3105
893339132,"Rua dos Guajajaras, Centro, Belo Horizonte",-19.9249428,-43.9416262,40,1,1,0,0,1,1863,307,66,21,48,2305
894532965,"Rua Doutor Álvaro Camargos, São João Batista (venda Nova), Belo Horizonte",-19.8252825,-43.9605343,55,2,1,1,0,0,1200,300,0,16,31,1547
893683909,"Rua Castelo de São Jorge, Castelo, Belo Horizonte",-19.8834383,-44.0028994,67,2,2,1,0,1,3600,340,111,48,93,4192
893730512,"Rua dos Bandolins, Conjunto Califórnia, Belo Horizonte",-19.9220615,-44.0063575,10,3,2,2,0,0,1570,550,125,21,40,2306
893776211,"Rua Mayrink, Alto Caiçaras, Belo Horizonte",-19.9023653,-43.9781172,70,3,1,1,0,1,1813,240,0,23,39,2115
894318133,"Rua dos Aimorés, Lourdes, Belo Horizonte",-19.926753,-43.944815,80,2,2,2,0,0,4400,1157,398,59,113,6127
893589144,"Rua Conde de Valadares, Nova Cachoeirinha, Belo Horizonte",-19.8849852,-43.9567905,12,2,2,1,0,0,1386,70,64,25,35,1580
